,Dish,Meta,URL,Pic,Ingredients,Quantities,times
341,CHIMICHURRI CHICKEN BURRITOS,DINNER PARTY MOB,http://www.mobkitchen.co.uk/recipes/chimichurri-chicken-burritos,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5994acde893fc0688a69c5a4/1567430324902/20106296_328651257572486_467086042439479111_n.jpg,"1 Brown Onion - £0.16
8 Skinless, Boneless Chicken Thighs - £2.50
Red Wine Vinegar - £0.80
1 Bunch of Parsley - £0.70
8 Multi-seed Wraps - £0.90
Garlic - £0.30
Red Chillies - £0.60
Dried Oregano - £0.70
1 Lime - £0.30
500g of Basmati Rice - £0.89
2 Avocados - £1.80
Total Cost - £9.70 - This covers absolutely everything. All we assume you have in your kitchen beforehand is SALT, PEPPER AND OLIVE OIL.",FEEDS: 4 PEOPLE,COOKING TIME (INCLUDES PREPARATION TIME): 50 MINUTES
342,SHAKSHUKA STUFFED PEPPERS,BRUNCH MOB,http://www.mobkitchen.co.uk/recipes/shakshuka-stuffed-peppers,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5994ae34ff7c502e7fa2fb01/1567430341987/Shakshuka+Peppers+Image+2.jpg,"1 Tin of Cirio Plum Tomatoes - £0.50
Paprika - £0.85
Cumin - £0.85
Garlic - £0.30
1 Brown Onion - £0.16
1 Block of Feta - £1.20
1 Bunch of Parsley - £0.70
4 Peppers (Not Green) - £4.00
8 Eggs - £2.20
Total Cost - £9.26 - This covers absolutely everything. All we assume you have in your kitchen beforehand is SALT, PEPPER AND OLIVE OIL.",FEEDS: 4 PEOPLE,COOKING TIME (INCLUDES PREPARATION TIME): 50 MINUTES
343,MOB'S MIGHTY MEATBALL MARINARA SUB,COMFORT MOB,http://www.mobkitchen.co.uk/recipes/mobs-mighty-meatball-marinara-sub,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5994afa7f14aa120d90666e9/1567430355024/19944542_327656244338654_408809037930956564_o.jpg,"500g of Beef Mince - £2.41
500g of Pork Mince - £1.89
Fennel Seeds - £0.85
Fresh White Bread - £0.50
1 Pint of Milk - £0.45
1 Brown Onion - £0.16
Garlic - £0.30
500g of Passata - £0.35
1 Ball of Mozzarella - £0.47
3 Eggs - £0.89
1 Large Ciabatta Loaf - £1.00
1 Bunch of Parsley - £0.70
Total Cost - £9.97 - This covers absolutely everything. All we assume you have in your kitchen beforehand is SALT, PEPPER AND OLIVE OIL.",FEEDS: 4 PEOPLE,COOKING TIME (INCLUDES PREPARATION TIME): 45 MINUTES
344,SMOKY PORK TACOS,DINNER PARTY MOB,http://www.mobkitchen.co.uk/recipes/smoky-pork-tacos,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5994b06ecd39c3e397259d8a/1567430368173/19748737_326856214418657_2920537781033016571_n.jpg,"500g of Pork Mince - £1.89
1 Large Avocado - £1.00
4 Tomatoes - £0.62
Garlic - £0.30
2 Brown Onions - £0.32
1 Red Pepper - £0.50
1 Lime - £0.30
Smoked Paprika - £0.85
1 Tin of Cirio Chopped Tomatoes - £0.50
1 Bunch of Coriander - £0.70
Taco Shells - £1.54
Total Cost - £8.52 - This covers absolutely everything. All we assume you have in your kitchen beforehand is SALT, PEPPER AND OLIVE OIL.",FEEDS: 4 PEOPLE,COOKING TIME (INCLUDES PREPARATION TIME): 30 MINUTES
345,CRISPY ASIAN BEETROOT RÖSTIS,VEGGIE MOB,http://www.mobkitchen.co.uk/recipes/crispy-asian-beetroot-rstis,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5994b1c21e5b6c0c46af74c5/1567430382363/Beetroot+Rosti.jpg,"Crushed Chillies - £0.85
8 Eggs - £0.89
1 Lime - £0.35
1 Bunch of Coriander £0.70
1 Knob of Ginger - £0.27
2 Avocados - £1.80
Sesame Oil - £1.60
6 Fresh Beetroots - £3.50
Total Cost - £9.96 - This covers absolutely everything. All we assume you have in your kitchen beforehand is SALT, PEPPER AND OLIVE OIL.",FEEDS: 4 PEOPLE,na
346,SPAGHETTI TUNA PUTTANESCA,SPEEDY MOB,http://www.mobkitchen.co.uk/recipes/spaghetti-tuna-puttanesca,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5994b345a803bbad8780ae9c/1567430414104/Spaghetti+Tuna+Puttanesca+Image+1.jpg,"Crushed Chillies - £0.85
Tinned Tuna - £0.65
2 Tins Cirio Chopped Tomatoes - £1.00
Garlic - £0.30
1 Jar of Kalamata Olives - £1.89
500g of Spaghetti - £0.20
1 Bunch of Parsley - £0.70
Anchovies - £0.70
Capers - £1.49
Total Cost - £7.78 - This covers absolutely everything. All we assume you have in your kitchen beforehand is SALT, PEPPER AND OLIVE OIL.",FEEDS: 4 PEOPLE,COOKING TIME (INCLUDES PREPARATION TIME): 20 MINUTES
347,CHICKEN BHUNA,DINNER PARTY MOB,http://www.mobkitchen.co.uk/recipes/chicken-bhuna,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5994b403e45a7c18f386fb00/1567430428018/19554366_321085691662376_900318976267329807_n.jpg,"Basmati Rice - £0.89
Green Chillies - £0.60
2 Brown Onions - £0.16
Garlic - £0.30
Ginger - £0.27
2 Tins of Cirio Chopped Tomatoes - £1.00
8 Boneless, Skinless Chicken Thighs - £3.00
Garam Masala - £0.85
Ground Coriander - £0.85
Cumin - £0.85
Turmeric - £0.85
Total Cost - £9.62 - This covers absolutely everything. All we assume you have in your kitchen beforehand is SALT, PEPPER AND OLIVE OIL.",FEEDS: 4 PEOPLE,COOKING TIME (INCLUDES PREPARATION TIME): 40 MINUTES
348,BARBECUED SUMMER SALAD,SPEEDY MOB,http://www.mobkitchen.co.uk/recipes/barbecued-summer-salad,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5994b48f49fc2b3ca87448b4/1567430442740/19396739_318388765265402_8573274795524021196_n.jpg,"A Bundle of Asparagus - £1.50
1 Lemon - £0.30
1 Bunch of Basil - £0.70
1 Bunch of Mint - £0.70
2 Balls of Mozzarella - £1.50
3 Courgettes - £1.13
2 Aubergines - £1.40
2 Fennel - £2.00
Total Cost - £9.23 - This covers absolutely everything. All we assume you have in your kitchen beforehand is SALT, PEPPER AND OLIVE OIL.",FEEDS: 4 PEOPLE,COOKING TIME (INCLUDES PREPARATION TIME): 30 MINUTES
349,BARBECUED ASIAN MACKEREL,DINNER PARTY MOB,http://www.mobkitchen.co.uk/recipes/barbecued-asian-mackerel,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5994b65f2994ca66a56f0335/1567430502459/IMG_4075.jpg,"1 Bunch of Coriander - £0.52
Red Chillies - £0.60
Soy Sauce - £1.00
Sesame Oil - £1.60
Garlic - £0.30
2 Limes - £0.60
1 Big Knob of Ginger - £0.54
4 Whole Mackerels - £4.00
Total Cost - £9.16 - This covers absolutely everything. All we assume you have in your kitchen beforehand is SALT, PEPPER AND OLIVE OIL.",FEEDS: 4 PEOPLE,COOKING TIME (INCLUDES PREPARATION TIME): 30 MINUTES
350,BARBECUED FISH BURGERS,SUMMER MOB,http://www.mobkitchen.co.uk/recipes/barbecued-fish-burgers,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5994b757cd39c3e397261aaf/1567430520514/18952602_312113122559633_7150995367593677765_n.jpg,"5 Frozen Cod Fillets (450 Grams) - £3.50
Mayonnaise - £0.75
5 Shallots - £0.50
Garlic - £0.30
Brioche Rolls - £0.90
1 Bunch of Parsley - £0.70
1 Lemon - £0.30
165g of Raw King Prawns - £3.00
Total Cost - £9.95 - This covers absolutely everything. All we assume you have in your kitchen beforehand is SALT, PEPPER AND OLIVE OIL.",FEEDS: 4 PEOPLE,COOKING TIME (INCLUDES PREPARATION TIME): 1 HOUR 30 MINUTES
351,BARBECUED SPATCHCOCK TANDOORI CHICKEN,SUMMER MOB,http://www.mobkitchen.co.uk/recipes/barbecued-spatchcock-tandoori-chicken,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5994b804bf629ae7cf9838ab/1567430534126/18920181_311234735980805_6308107064816155498_n.jpg,"1 Chicken - £3.50
Red Chillies - £0.60
Garlic - £0.30
Ginger - £0.27
Garam Masala - £0.85
Ground Coriander - £0.85
Cumin - £0.85
1 Pot of Yoghurt - £0.90
1 Bunch of Coriander - £0.70
1 Lemon - £0.30
Total Cost - £9.12 - This covers absolutely everything. All we assume you have in your kitchen beforehand is SALT, PEPPER AND OLIVE OIL.",FEEDS: 4 PEOPLE,COOKING TIME (INCLUDES PREPARATION TIME): 3 HOURS 30 MINUTES
352,SPICED VEGGIE GYROS,VEGGIE MOB,http://www.mobkitchen.co.uk/recipes/spiced-veggie-gyros,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5994b890be42d6dc35390ee9/1567430598037/18766089_308230789614533_3946520515516061021_n.jpg,"1 Cucumber - £0.50
Garlic - £0.30
1 Bunch of Mint - £0.70
1 Lemon - £0.30
A Pot of Yoghurt - £0.90
Pomegranate Seeds - £1.00
4 Pittas - £0.50
Garam Masala - £0.85
Cayenne Pepper - £0.85
400g of Chickpeas - £0.50
1 Red Onion - £0.17
3 Courgettes - £1.13
2 Peppers (Not Green) - £1.00
1 Cauliflower - £1.00
Total Cost - £9.70 - This covers absolutely everything. All we assume you have in your kitchen beforehand is SALT, PEPPER AND OLIVE OIL.",FEEDS: 4 PEOPLE,COOKING TIME (INCLUDES PREPARATION TIME): 50 MINUTES
353,PORK BÁHN MÌ,ASIAN MOB,http://www.mobkitchen.co.uk/recipes/pork-bhn-m,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5994b91a03596e5d705ac791/1567430632157/18664386_306740423096903_5938801733606012459_n.jpg,"1 Cucumber - £0.50
1 Lime - £0.30
White Wine Vinegar - £0.80
1 Bunch of Coriander - £0.70
1 Bag of Radishes - £0.51
3 Carrots - £0.18
White Baguette - £0.45
Sriracha Mayo - £1.80
Ginger - £0.27
Honey - £0.99
Soy Sauce - £1.00
4 Pork Loin Steaks - £2.50
Total Cost - £10.00 - This covers absolutely everything. All we assume you have in your kitchen beforehand is SALT, PEPPER AND OLIVE OIL.",FEEDS: 4 PEOPLE,COOKING TIME (INCLUDES PREPARATION TIME): 35 MINUTES
354,CHICKEN SATAY SALAD,SPEEDY MOB,http://www.mobkitchen.co.uk/recipes/chicken-satay-salad,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5994b9b617bffc3f808aa3b4/1567430650606/18622191_305814109856201_191929641994659215_n.jpg,"1 Tin of Coconut Milk - £0.75
Cucumber - £0.50
1 Bag of Salted Peanuts - £0.48
2 Limes - £0.50
1 Bunch of Coriander - £0.70
Romaine Lettuce - £1.00
Soy Sauce - £1.00
Clear Honey - £0.99
Ginger - £0.27
Peanut Butter - £0.65
8 Skinless Chicken Thighs - £2.50
Red Chilli - £0.60
Total Cost - £9.94 - This covers absolutely everything. All we assume you have in your kitchen beforehand is SALT, PEPPER AND OLIVE OIL.",FEEDS: 4 PEOPLE,COOKING TIME (INCLUDES PREPARATION TIME): 25 MINUTES
355,SWEET POTATO RÖSTI & POACHED EGG,BRUNCH MOB,http://www.mobkitchen.co.uk/recipes/sweet-potato-rsti-and-the-perfect-poached-egg,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5994ba9e49fc2b3ca874b6e4/1567430664078/18199215_297113947392884_4130143627413763394_n.jpg,"4 Sweet Potatoes - £1.40
11 Eggs - £1.70
2 Large Avocados - £1.80
1 Bunch of Parsley - £0.70
Crushed Chillies - £0.85
1 Lemon - £0.30
1 Bunch of Chives - £0.70
Spring Onions - £0.49
Total Cost - £7.94 - This covers absolutely everything. All we assume you have in your kitchen beforehand is SALT, PEPPER AND OLIVE OIL.",FEEDS: 4 PEOPLE,COOKING TIME (INCLUDES PREPARATION TIME): 40 MINUTES
356,"SMOKY, CHEESY BLACK BEAN QUESADILLAS",VEGGIE MOB,http://www.mobkitchen.co.uk/recipes/smoky-cheesy-black-bean-quesadillas,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5995583249fc2b77f9e192ce/1567430688559/18556009_302481373522808_6014979922375277625_n.jpg,"2 Large Avocados - £1.80
2 Peppers (Red, Yellow or Orange, NOT Green) - £1.00
1 Brown Onion - £0.16
4 Tomatoes - £0.50
400g of Black Beans - £0.75
Smoked Paprika - £0.85
1 Lime - £0.30
1 Bunch of Coriander - £0.70
2 Corn on the Cob - £1.00
450g of Cheddar - £2.00
8 White Tortilla Wraps - £0.90
Total Cost - £9.96 - This covers absolutely everything. All we assume you have in your kitchen beforehand is SALT, PEPPER AND OLIVE OIL.",FEEDS: 4 PEOPLE,COOKING TIME (INCLUDES PREPARATION TIME): 1 HOUR
357,CAULIFLOWER & CHICKPEA COCONUT CURRY,VEGGIE MOB,http://www.mobkitchen.co.uk/recipes/cauliflower-chickpea-coconut-curry,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/59955bf01e5b6c2acefb0f7f/1567430703225/Curry+Photograph+1.jpg,"600g of Chickpeas - £0.54
2 Limes - £0.60
Ground Coriander - £0.85
Garam Masala - £0.85
Turmeric - £0.85
Cumin - £0.85
Red Chillies - £0.60
1 Cauliflower - £1.00
1 Bunch of Coriander - £0.70
Coconut Milk - £0.75
4 Tomatoes - £0.51
2 Brown Onions - £0.24
Garlic - £0.30
Ginger - £0.18
Total Cost - £8.82 - This covers absolutely everything. All we assume you have in your kitchen beforehand is SALT, PEPPER AND OLIVE OIL.",FEEDS: 4 PEOPLE,COOKING TIME (INCLUDES PREPARATION TIME): 40 MINUTES
358,THE ULTIMATE HOMEMADE FALAFEL PITTAS,VEGGIE MOB,http://www.mobkitchen.co.uk/recipes/the-ultimate-homemade-falafel-pittas,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/59955cd6579fb3c353370618/1567430715974/18425294_301288236975455_8169985661938269910_n.jpg,"500g of Dried Chickpeas - £1.15
1 Bunch of Fresh Parsley - £0.70
1 Bunch of Fresh Coriander - £0.70
Cumin - £0.85
Cayenne Pepper - £0.85
1 Brown Onion - £0.16
Garlic - £0.30
Plain Flour - £0.40
4 Tomatoes - £0.50
1 Cucumber - £0.50
1 Bunch of Mint - £0.70
1 Lemon - £0.30
Parsley – (Use leftover from falafel)
4 Pittas - £0.50
Pot of Hummus - £0.90
Pickled Green Chillies - £1.11
Total Cost - £9.62 - This covers absolutely everything. All we assume you have in your kitchen beforehand is SALT, PEPPER AND OLIVE OIL.",FEEDS: 4 PEOPLE,COOKING TIME (INCLUDES PREPARATION TIME): 2 HOURS
359,"CHORIZO, SPINACH & GNOCCHI BAKE",COMFORT MOB,http://www.mobkitchen.co.uk/recipes/chorizo-spinach-gnocchi-bake,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/59955dc5e45a7c2d145f8850/1567432673511/18301658_299361560501456_568024911791558119_n.jpg,"Crushed Chillies - £0.85
Parmesan - £2.00
2 Balls of Mozzarella - £1.50
Chopped Tomatoes - £0.31
Spinach - £1.00
Basil - £1.00
Garlic - £0.30
Chorizo - £2.50
500g of Gnocchi - £0.75
Total Cost - £9.91 - This covers absolutely everything. All we assume you have in your kitchen beforehand is SALT, PEPPER AND OLIVE OIL.",FEEDS: 4 PEOPLE,COOKING TIME (INCLUDES PREPARATION TIME): 50 MINUTES
360,ASIAN COURGETTE RIBBON & CHICKEN SALAD,SALAD MOB,http://www.mobkitchen.co.uk/recipes/asian-courgette-ribbon-chicken-salad,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/59955e5249fc2b77f9e1ceab/1567432826330/18301407_298130467291232_3476491498552003676_n.jpg,"6 Courgettes - £2.27
1 Chicken - £3.00
Lettuce - £0.49
Ginger - £0.27
Fresh Red Chillies - £0.60
Soy Sauce - £1.00
1 Bunch of Coriander - £0.70
1 Lime - £0.30
Sesame Seeds - £0.85
1 Cucumber - £0.50
Total Cost - £9.98 - This covers absolutely everything. All we assume you have in your kitchen beforehand is SALT, PEPPER AND OLIVE OIL.",FEEDS: 4 PEOPLE,COOKING TIME: 1 hour 30 minutes (includes preparation time).
361,STICKY SOY & GINGER PORK CHOPS WITH WASABI MASH,DINNER PARTY MOB,http://www.mobkitchen.co.uk/recipes/sticky-soy-ginger-pork-chops-with-wasabi-mash,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/59955f76cd39c3f65a78c82f/1567433029669/18275163_296036460833966_8112192553059128799_n.jpg,"4 Pork Chops - £2.24
Soy Sauce - £1.00
Honey - £0.99
Big Knob of Ginger - £0.27
Potatoes - £0.90
Wasabi Paste - £1.50
Butter - £1.18
Tender Stem Broccoli - £1.40
Milk - £0.45
Total Cost - £9.93 - This covers absolutely everything. All we assume you have in your kitchen beforehand is SALT, PEPPER AND OLIVE OIL.",FEEDS: 4 PEOPLE,COOKING TIME (INCLUDES PREPARATION TIME): 40 MINUTES
362,GIANT MOB HOT DOG,FAKEAWAY MOB,http://www.mobkitchen.co.uk/recipes/giant-mob-hot-dog,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5995604a6f4ca3939308b83f/1567433043892/18157520_295137457590533_5443747185681667682_n.jpg,"12 Good Pork Sausages - £5.00
French Baguette - £0.45
Dijon Mustard - £0.55
5 Red Apples - £1.00
5 Brown Onions - £0.83
Ketchup - £1.45
Total Cost - £9.28 - This covers absolutely everything. All we assume you have in your kitchen beforehand is SALT, PEPPER AND OLIVE OIL.",FEEDS: 4 PEOPLE,COOKING TIME (INCLUDES PREPARATION TIME): 1 HOUR
363,"CHICKEN, ALMOND & APRICOT TAGINE",DINNER PARTY MOB,http://www.mobkitchen.co.uk/recipes/chicken-almond-apricot-tagine,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/59956100e45a7c2d145fa6b0/1567433056883/18119389_292544984516447_6937345504284246754_n.jpg,"Couscous - £0.70
1 Bunch of Coriander - £0.70
1 Lemon - £0.30
60g of Dried Apricots - £1.00
2 Brown Onions - £0.32
Garlic - £0.30
Chicken Stock - £0.30
Ground Cumin - £0.85
Ground Ginger - £0.85
100g of Flaked Almonds - £1.15
8 Chicken Thighs - £2.50
A Jar of Pitted Green Olives - £0.75
Total Cost - £9.72 - This covers absolutely everything. All we assume you have in your kitchen beforehand is SALT, PEPPER AND OLIVE OIL.",FEEDS: 4 PEOPLE,COOKING TIME (INCLUDES PREPARATION TIME): 1 HOUR 20 MINUTES
364,"SPINACH, RICOTTA & BUTTERNUT SQUASH LASAGNA",COMFORT MOB,http://www.mobkitchen.co.uk/recipes/spinach-ricotta-butternut-squash-lasagna,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/599561b7e58c622bfe3b66f2/1567433068133/18057115_291570544613891_4803017454325962531_n.jpg,"2 Butternut Squash - £1.80
Dijon Mustard - £0.55
Garlic - £0.30
500g of Lasagna Pasta - £0.59
100g of Parmesan - £2.00
1 Ball of Mozzarella - £0.70
400g of Spinach - £2.00
1 Bunch of Sage - £0.70
250g of Ricotta - £1.20
Total Cost - £9.84 - This covers absolutely everything. All we assume you have in your kitchen beforehand is SALT, PEPPER AND OLIVE OIL.",FEEDS: 4 PEOPLE,COOKING TIME (INCLUDES PREPARATION TIME): 2 HOURS
365,TERIYAKI BEEF BURGERS,FAKEAWAY MOB,http://www.mobkitchen.co.uk/recipes/teriyaki-beef-burgers,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/59956241cd39c3f65a78e0e4/1567433081265/18010882_289523564818589_218632733734554613_n.jpg,"500g of Beef Mince - £2.50
Sesame Oil - £1.60
1 Bunch of Coriander - £0.70
4 Brioche Buns - £0.90
1 Bunch of Spring Onions - £0.49
White Cabbage - £0.79
Very Large Knob of Ginger - £0.27
Teriyaki Sauce - £2.39
Total Cost - £9.64 - This covers absolutely everything. All we assume you have in your kitchen beforehand is SALT, PEPPER AND OLIVE OIL.",FEEDS: 4 PEOPLE,COOKING TIME (INCLUDES PREPARATION TIME): 20 MINUTES
366,MEXICAN STYLE STUFFED SWEET POTATOES,VEGGIE MOB,http://www.mobkitchen.co.uk/recipes/mexican-style-stuffed-sweet-potatoes,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/599562d66b8f5bdf63f03e75/1567433094910/17861949_284274182010194_2198064105513171037_n.jpg,"Small Block of Cheddar - £1.00
400g of Black Beans - £0.75
4 Sweet Potatoes - £1.20
2 Large Avocados - £1.80
2 Peppers (Not Green) - £0.90
1 Bunch of Coriander - £0.70
1 Lime - £0.30
1 Bunch of Spring Onions - £0.49
Cumin - £0.85
Paprika - £0.85
Red Chillies - £0.60
1 Brown Onion - £0.16
Garlic - £0.30
Total Cost - £9.90 - This covers absolutely everything. All we assume you have in your kitchen beforehand is SALT, PEPPER AND OLIVE OIL.",FEEDS: 4 PEOPLE,COOKING TIME (INCLUDES PREPARATION TIME): 1 HOUR
367,EASTER EGG MOBMUFFIN,BRUNCH MOB,http://www.mobkitchen.co.uk/recipes/easter-egg-mobmuffin,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/59956459f43b55750c7ff7bb/1567433279913/17799211_284095962028016_7638769238155158988_n.jpg,"Red Chillies - £0.60
1 Bunch of Chives - £0.70
1 Lemon - £0.30
4 White English Muffins - £0.50
Smoked Streaky Bacon - £2.00
10 Eggs - £2.20
2 Large Avocados - £2.00
Total Cost - £8.30 - This covers absolutely everything. All we assume you have in your kitchen beforehand is SALT, PEPPER AND OLIVE OIL.",FEEDS: 4 PEOPLE,COOKING TIME (INCLUDES PREPARATION TIME): 20 MINUTES
368,PUFF PASTRY PIZZA (3 WAYS),FAKEAWAY MOB,http://www.mobkitchen.co.uk/recipes/puff-pastry-pizza-3-ways,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5995d0662994ca8b39c67b03/1567433536736/17884245_285736995197246_1235116628408762967_n.jpg,"Plain Flour - £0.40
Eggs - £0.89
Jus-Rol Puff Pastry - £1.25
(£2.54)
1 Pack of Parma Ham - £1.70
100g of Parmesan - £2.00
70g of Rocket - £1.00
Balsamic Glaze - £1.00
1 Lemon - £0.30
500g of Passata - £0.35
Garlic - £0.30
1 Bunch of Basil - £0.70
1 Ball of Mozzarella - £0.47
Roasted Vegetables One
1 Jar of Pesto - £1.00
500g of Passata - £0.35
Garlic - £0.30
2 Courgettes - £0.76
3 Peppers - £1.50
2 Aubergines - £1.20
1 Bunch of Basil - £0.70
1 Ball of Mozzarella - £0.47
Balsamic Vinegar - £1.00
3 Red Onions - £0.50
1 Lemon - £0.30
1 Bunch of Thyme - £0.70
125g of Goat’s Cheese - £1.50
2 Portobello Mushrooms - £1.00
EACH ONE COMES TO UNDER £10 - This covers absolutely everything. All we assume you have in your kitchen beforehand is SALT, PEPPER AND OLIVE OIL.",FEEDS: 4 PEOPLE,COOKING TIME (INCLUDES PREPARATION TIME): 50 MINUTES
369,CAPRESE STUFFED CHICKEN BREASTS,DINNER PARTY MOB,http://www.mobkitchen.co.uk/recipes/caprese-stuffed-chicken-breasts,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5995d160d482e929283a2e7a/1567436530272/17522652_284638725307073_8394282540760238685_n.jpg,"Balsamic Glaze - £1.00
1 Bunch of Basil - £0.70
3 Big Tomatoes - £0.46
Punnet of Cherry Tomatoes - £1.00
70g of Rocket - £1.00
2 x 150g Balls of Mozzarella - £1.40
4 Chicken Breasts - £4.00
Total Cost - £9.56 - This covers absolutely everything. All we assume you have in your kitchen beforehand is SALT, PEPPER AND OLIVE OIL.",FEEDS: 4 PEOPLE,COOKING TIME (INCLUDES PREPARATION TIME): 40 MINUTES
370,MANCHEGO & GREEN OLIVE TORTILLA,BRUNCH MOB,http://www.mobkitchen.co.uk/recipes/manchego-green-olive-tortilla,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/599707d58419c2b74876d74b/1567436548866/17799157_282446182192994_7887120423571993659_n.jpg,"Pitted Green Olives - £0.75
5 Potatoes (ideally with red skins) - £1.29
1 White Onion - £0.16
1 Bunch of Parsley - £0.70
175g of Manchego - £3.00
10 Free Range Eggs - £2.20
Total Cost – £8.10 - This covers absolutely everything. All we assume you have in your kitchen beforehand is SALT, PEPPER AND OLIVE OIL.",FEEDS: 4 PEOPLE,COOKING TIME (INCLUDES PREPARATION TIME): 40 MINUTES
371,HOMEMADE PESTO STUFFED SWEET POTATOES,VEGGIE MOB,http://www.mobkitchen.co.uk/recipes/homemade-pesto-stuffed-sweet-potatos,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/599708a846c3c49fde36d7d0/1567436559434/16715976_258025901301689_7555928100934982617_o.jpg,"100g Block of Parmesan - £2.00
100g Pines Nuts - £2.80
Chilli Flakes - £0.85
Lemon - £0.30
Garlic - £0.30
Spinach - £1.00
Basil - £0.70
4 Sweet Potatoes - £1.33
Total Cost – £9.28 - This covers absolutely everything. All we assume you have in your kitchen beforehand is SALT, PEPPER AND OLIVE OIL.",FEEDS: 4 PEOPLE,COOKING TIME (INCLUDES PREPARATION TIME): 1 HOUR
372,GODFATHER MEATBALLS,COMFORT MOB,http://www.mobkitchen.co.uk/recipes/godfather-meatballs,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/599709ceb8a79b2ad1db0798/1567436574946/15936337_238340076603605_289599262935392488_o.jpg,"Casarecce Pasta (should be able to find in all large supermarkets. If not, penne or a shell paste will work fine) - £0.59
Balsamic Vinegar - £1.00
Chilli Flakes - £0.85
Tinned Tomatoes (You want to use the good ones in this recipe) - £1.90
Parmesan - £2.00
Garlic - £0.30
Basil - £0.70
Sausages - £2.50
Total Cost – £9.84 - This covers absolutely everything. All we assume you have in your kitchen beforehand is SALT, PEPPER AND OLIVE OIL.",FEEDS: 4 PEOPLE,COOKING TIME (INCLUDES PREPARATION TIME): 30 MINUTES
373,HEALTHY CHICKEN GYROS WITH FRESH TZATZIKI,FAKEAWAY MOB,http://www.mobkitchen.co.uk/recipes/healthy-chicken-gyros-with-fresh-tzatziki,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/59970af7e6f2e14c3d9fd40a/1567436584879/16487799_254996258271320_1060385511929502464_o.jpg,"Red Chillies - £0.60
Iceberg Lettuce - £0.40
Dried Oregano - £0.70
Tomatoes - £1.00
Mint - £0.70
2 Lemons - £0.70
1 Cucumber - £0.45
Yeo Valley Yoghurt - £1.50
Pittas - £0.50
Garlic - £0.30
8 Chicken Thighs - £3.00
Total Cost: £9.85 - This covers absolutely everything. All we assume you have in your kitchen beforehand is SALT, PEPPER AND OLIVE OIL.",FEEDS: 4 PEOPLE,COOKING TIME (INCLUDES PREPARATION TIME): 45 MINUTES
